U_value_W_m2K,hot_inlet_temp_C,hot_outlet_temp_C,cold_inlet_temp_C,cold_outlet_temp_C,hot_flow_rate_kg_s,cold_flow_rate_kg_s,LMTD_C,heat_duty_kW,pressure_drop_hot_kPa,pressure_drop_cold_kPa,fouling_resistance_m2K_W,hot_side_velocity_m_s,cold_side_velocity_m_s,ambient_temp_C,condition_label
406.99,178.95,131.08,40.16,91.95,23.968,20.331,88.95,2482.6,38.34,30.77,0.000245,1.226,1.01,28.87,normal
423.14,179.48,129.25,39.72,91.78,24.701,20.258,88.61,2727.3,38.81,29.13,0.000146,1.295,0.948,28.5,normal
411.16,177.86,128.96,41.54,92.03,23.966,20.235,86.62,2544.2,36.09,28.3,0.000209,1.17,1.006,31.35,normal
412.81,179.37,129.35,39.71,88.5,24.812,19.909,90.25,2679.5,38.75,28.77,0.000199,1.151,0.962,32.74,normal
412.16,180.18,131.29,42.23,90.84,25.434,19.795,89.2,2736.5,41.93,29.72,0.000181,1.2,1.2,27.65,normal
410.83,179.4,129.84,39.49,91.58,25.445,19.447,89.08,2766.3,39.93,28.91,0.000171,1.157,1.024,32.24,normal
419.03,179.59,129.17,38.99,91.82,24.563,19.651,88.97,2694.8,38.26,28.09,0.000216,1.118,1.053,31.39,normal
408.94,179.97,131.11,39.83,89.0,25.32,20.161,91.12,2709.6,41.77,30.27,0.000224,1.253,0.99,30.36,normal
411.62,179.02,132.57,39.75,90.85,24.889,20.169,90.47,2554.5,38.32,30.8,0.000197,1.204,1.016,33.05,normal
411.12,181.04,130.25,39.19,90.1,25.817,20.395,91.0,2877.6,41.35,32.13,0.000191,1.209,1.036,29.66,normal
410.59,182.15,131.48,42.6,92.4,24.922,19.297,89.31,2782.5,38.08,29.16,0.000238,1.104,0.957,30.8,normal
415.59,179.3,131.24,40.32,88.2,23.216,19.17,91.02,2449.6,34.11,28.53,0.000187,1.171,0.973,30.25,normal
409.61,180.73,129.27,40.46,89.0,25.537,19.81,90.26,2942.7,41.04,29.06,0.000199,1.129,1.039,30.1,normal
412.67,179.64,130.03,39.54,87.65,24.725,19.49,91.24,2738.3,38.97,28.6,0.000194,1.199,0.991,30.92,normal
401.83,180.55,128.46,39.42,90.19,24.835,20.093,89.7,2849.4,38.61,30.31,0.000274,1.207,0.97,30.09,normal
415.64,182.35,129.75,41.03,92.94,25.202,19.345,89.07,2891.4,40.2,28.08,0.000175,1.207,0.975,30.93,normal
411.9,180.76,129.25,38.32,89.94,24.145,20.59,90.87,2719.6,38.55,30.51,0.000225,1.167,0.951,28.66,normal
430.22,177.34,129.52,38.86,90.13,25.045,19.589,88.92,2596.3,40.46,30.05,0.000149,1.157,0.922,28.72,normal
416.11,180.68,129.1,39.75,90.72,25.321,20.796,89.66,2849.4,43.06,32.53,0.000171,1.19,0.932,28.65,normal
413.29,181.85,129.66,41.35,89.85,25.218,20.262,90.14,2915.8,39.96,31.41,0.000191,1.218,1.002,29.27,normal
410.2,179.67,130.64,39.63,90.48,24.641,19.472,90.1,2640.0,38.52,29.12,0.000196,1.171,1.027,32.03,normal
413.64,181.49,129.86,40.42,90.51,25.595,21.047,90.21,2902.4,41.88,32.54,0.000192,1.153,1.101,29.08,normal
405.51,178.96,127.76,40.03,88.9,24.402,20.133,88.89,2784.1,37.78,29.16,0.000197,1.155,0.998,31.3,normal
420.79,177.77,129.1,41.3,89.88,24.625,20.083,87.85,2653.1,38.9,30.83,0.000179,1.167,0.949,30.53,normal
401.03,180.21,128.18,38.42,90.96,24.918,19.967,89.5,2854.6,37.85,30.46,0.000239,1.177,0.999,29.12,normal
414.8,177.37,130.29,40.74,91.21,25.177,20.233,87.85,2603.9,40.14,30.86,0.00017,1.145,1.028,32.62,normal
409.41,179.64,130.6,39.8,91.69,24.805,20.263,89.37,2670.1,40.32,32.43,0.000222,1.178,1.041,31.47,normal
414.92,181.93,130.31,40.92,90.44,25.737,19.568,90.43,2950.9,44.05,28.39,0.00022,1.262,1.037,30.0,normal
414.33,177.14,129.06,39.18,90.46,25.177,19.893,88.26,2672.1,41.96,29.46,0.000172,1.185,1.023,29.84,normal
413.98,178.08,130.3,40.02,90.98,25.045,20.058,88.68,2625.2,40.26,30.32,0.000189,1.138,1.004,30.19,normal
414.03,178.45,129.44,39.9,89.23,25.156,20.291,89.38,2674.5,40.93,30.39,0.0002,1.087,1.029,26.94,normal
401.77,179.91,128.63,39.0,89.17,25.44,20.3,90.18,2884.0,41.61,30.63,0.00025,1.292,0.953,28.35,normal
414.26,179.45,130.89,38.72,89.84,25.144,20.082,90.89,2696.6,39.86,31.05,0.000189,1.257,0.92,30.93,normal
388.75,182.1,130.98,39.42,88.34,23.914,19.725,92.65,2641.9,35.97,28.74,0.000309,1.214,1.084,26.83,normal
406.84,181.43,131.14,40.13,90.53,25.654,19.699,90.96,2833.8,42.15,28.73,0.000223,1.258,0.998,28.5,normal
416.02,180.74,129.27,39.24,91.36,25.072,19.404,89.7,2849.2,40.1,28.87,0.00021,1.226,1.021,29.21,normal
411.63,180.22,131.42,39.67,89.08,25.411,20.296,91.44,2720.5,42.03,29.75,0.000227,1.196,0.888,35.81,normal
420.05,180.59,129.41,38.11,90.57,24.756,19.692,90.66,2842.0,36.92,29.11,0.000148,1.138,1.062,31.35,normal
402.89,178.71,130.78,39.63,89.18,23.904,19.904,90.34,2566.0,36.73,29.63,0.000235,1.295,1.046,32.19,normal
418.87,181.29,129.39,41.02,88.68,23.633,20.119,90.47,2660.5,37.36,30.82,0.00016,1.178,0.937,28.39,normal
402.59,178.33,129.73,40.71,92.67,24.433,20.002,87.33,2605.0,38.96,30.65,0.000226,1.181,0.987,30.72,normal
415.11,181.25,127.09,39.91,88.7,25.31,19.997,89.84,3044.8,39.92,29.86,0.000182,1.202,1.011,26.48,normal
415.33,181.78,129.64,40.24,88.34,25.779,19.548,91.4,2954.6,40.96,28.72,0.000176,1.203,0.949,29.34,normal
402.19,180.32,130.11,39.17,90.28,25.181,20.134,90.49,2803.5,40.48,30.34,0.000253,1.229,1.02,31.01,normal
412.79,179.74,129.51,41.62,90.35,24.369,19.844,88.63,2673.3,38.99,29.33,0.000197,1.223,1.042,27.16,normal
422.97,180.6,132.11,42.07,90.87,24.53,19.957,89.89,2569.8,39.17,30.92,0.000154,1.171,1.013,30.79,normal
403.76,175.71,128.61,40.16,92.6,25.816,20.579,85.75,2696.1,42.5,31.98,0.000229,1.201,0.937,30.95,normal
423.01,180.45,129.32,42.59,88.99,24.214,20.253,89.08,2713.7,38.41,31.7,0.000163,1.227,0.959,28.79,normal
410.5,179.83,128.91,39.32,89.25,26.261,19.715,90.09,3019.0,43.96,28.53,0.000241,1.167,0.995,28.33,normal
421.73,179.92,129.32,38.75,92.09,26.126,19.926,89.2,2936.5,43.9,30.8,0.0002,1.272,0.99,28.57,normal
420.65,181.06,131.24,39.29,91.22,26.281,20.8,90.89,2848.8,44.7,32.29,0.000162,1.199,0.991,29.31,normal
414.58,179.89,131.77,39.78,91.04,25.228,19.846,90.41,2690.7,40.22,30.13,0.000225,1.28,0.989,29.37,normal
414.1,178.29,129.16,42.31,89.23,24.795,20.02,87.95,2677.9,38.53,28.53,0.000216,1.13,0.928,31.02,normal
424.76,179.79,129.13,39.72,91.46,25.214,20.332,88.87,2825.7,41.35,32.2,0.000136,1.233,1.032,28.93,normal
408.3,180.1,128.61,39.14,91.04,25.545,20.108,89.26,2872.0,41.07,30.64,0.000198,1.155,1.025,33.2,normal
414.9,180.17,131.57,39.1,90.25,24.61,19.814,91.19,2640.9,36.94,30.99,0.000209,1.168,1.021,33.19,normal
412.58,180.24,131.35,41.14,89.24,24.339,19.628,90.6,2650.1,39.54,29.89,0.000207,1.245,1.017,30.47,normal
420.94,181.56,129.87,41.0,90.14,24.83,19.995,90.14,2848.0,39.76,28.35,0.000194,1.189,0.989,29.31,normal
412.03,178.37,128.32,39.51,92.14,24.537,20.329,87.51,2734.4,38.88,32.11,0.000222,1.33,0.976,28.93,normal
414.18,180.26,128.43,38.12,88.58,25.745,20.66,91.0,3029.1,41.98,31.96,0.000217,1.226,0.959,30.63,normal
410.37,181.93,130.2,38.87,88.96,24.63,19.267,92.15,2789.1,39.78,28.56,0.000201,1.165,1.062,30.98,normal
415.03,177.4,130.66,41.72,89.18,25.057,20.881,88.58,2630.7,38.88,32.86,0.000193,1.226,0.999,29.6,normal
404.39,180.27,127.52,40.69,89.47,25.59,19.856,88.8,2978.5,41.72,29.53,0.000204,1.188,0.934,29.21,normal
418.17,179.12,129.61,40.07,89.98,25.768,20.462,89.35,2794.9,42.52,30.94,0.000182,1.242,0.999,30.71,normal
423.01,179.44,131.94,41.87,91.25,25.125,19.631,89.13,2625.5,40.91,29.58,0.000169,1.185,0.917,30.14,normal
424.24,178.64,129.74,41.96,90.6,25.231,19.195,87.91,2741.6,38.96,27.19,0.000166,1.22,1.01,28.86,normal
411.94,179.75,131.79,39.96,90.08,24.39,19.344,90.74,2562.3,38.85,28.27,0.000197,1.21,1.006,30.23,normal
410.02,182.76,130.78,39.98,90.36,25.614,19.835,91.6,2870.5,41.37,30.68,0.000174,1.204,0.978,28.79,normal
411.51,178.1,128.7,39.42,90.81,25.758,20.262,88.28,2824.8,41.56,29.74,0.000195,1.252,0.962,28.5,normal
405.84,178.25,129.65,39.72,87.81,23.878,20.016,90.18,2559.7,35.26,29.88,0.00024,1.11,1.022,29.99,normal
415.54,178.05,129.85,38.51,91.39,26.058,19.875,88.97,2747.7,45.33,30.6,0.000194,1.205,0.997,28.85,normal
404.02,182.59,128.86,38.51,88.93,24.58,20.559,92.0,2867.9,38.67,30.87,0.000204,1.165,0.922,28.53,normal
413.6,179.31,128.84,38.28,89.42,25.357,20.001,90.22,2827.7,41.28,28.48,0.000193,1.133,1.048,32.09,normal
402.12,179.96,131.81,41.08,90.44,25.047,20.14,90.12,2692.1,39.08,28.79,0.000239,1.158,0.962,29.22,normal
410.32,179.4,128.83,38.44,89.9,24.964,21.556,89.94,2750.3,38.37,33.95,0.00025,1.169,0.947,33.69,normal
405.92,178.58,131.29,41.95,90.63,24.876,19.996,88.65,2596.5,40.46,31.34,0.000186,1.188,1.054,31.25,normal
413.21,179.65,129.48,39.27,90.18,24.404,19.652,89.83,2760.1,36.95,28.46,0.000222,1.217,1.042,28.36,normal
401.78,183.69,129.97,41.74,89.62,25.314,20.24,91.12,3020.1,42.21,30.42,0.000263,1.227,0.983,32.32,normal
410.68,182.09,130.67,39.63,91.99,24.828,20.367,90.57,2808.5,41.31,31.04,0.000165,1.18,0.95,28.57,normal
414.6,178.72,129.28,38.43,90.92,24.214,20.15,89.32,2630.8,36.99,31.29,0.000229,1.279,0.964,33.95,normal
427.34,180.97,130.68,41.28,90.39,24.379,20.078,89.99,2683.2,37.77,30.9,0.000148,1.181,0.983,30.45,normal
417.69,178.75,127.54,41.4,90.9,24.225,20.741,86.99,2731.6,35.25,31.91,0.000201,1.103,1.049,31.09,normal
413.93,177.34,130.53,39.09,89.08,24.685,20.679,89.83,2529.9,37.36,32.34,0.000196,1.183,1.052,30.06,normal
419.07,181.53,127.04,39.67,92.83,25.291,19.941,88.03,3024.2,41.47,30.69,0.000149,1.202,1.007,30.53,normal
407.61,181.74,129.73,39.09,88.59,24.573,19.678,91.89,2808.7,40.03,27.82,0.000233,1.036,1.026,29.54,normal
414.27,181.57,131.03,39.88,90.15,25.585,20.215,91.28,2797.2,40.92,30.28,0.000204,1.26,0.992,28.15,normal
415.47,179.3,130.75,40.11,89.63,24.928,19.675,90.15,2658.7,39.16,28.17,0.000172,1.195,0.965,30.68,normal
407.74,179.75,128.44,39.65,89.58,24.826,20.443,89.48,2884.3,37.92,30.62,0.00021,1.142,0.94,32.05,normal
410.25,181.12,128.6,38.18,89.41,25.01,20.212,91.06,2849.7,38.9,31.09,0.000227,1.152,1.013,27.62,normal
422.87,180.59,129.17,39.42,89.0,25.837,21.335,90.67,2969.7,43.77,32.74,0.000147,1.238,1.036,33.08,normal
433.3,179.41,130.22,40.7,91.54,24.177,20.737,88.69,2649.1,37.97,33.87,0.000106,1.244,0.98,31.2,normal
419.15,177.57,127.56,39.79,88.43,25.994,19.461,88.45,2880.8,41.11,29.09,0.000199,1.168,1.048,29.13,normal
420.24,180.17,129.98,39.67,91.28,25.576,19.741,89.6,2809.6,42.24,28.84,0.000177,1.132,0.985,29.09,normal
401.5,181.62,130.37,39.07,90.84,24.987,19.043,91.04,2846.5,42.33,27.36,0.00024,1.207,1.003,33.73,normal
414.69,178.2,129.66,39.39,89.5,25.71,18.931,89.48,2802.8,41.67,26.15,0.000189,1.216,0.991,31.88,normal
412.82,180.96,130.63,41.41,90.69,24.807,20.057,89.74,2781.5,38.78,28.97,0.000209,1.228,1.049,32.28,normal
417.04,180.5,130.27,38.86,89.79,25.171,19.404,91.05,2791.6,41.08,28.1,0.000194,1.172,1.02,29.5,normal
424.34,181.13,129.35,40.72,88.57,24.675,20.821,90.58,2813.9,40.08,33.3,0.000154,1.194,0.998,31.11,normal
412.46,181.31,127.68,40.05,88.58,25.58,20.579,90.15,3001.7,42.51,30.46,0.000201,1.201,1.003,30.7,normal
417.78,178.96,130.16,40.24,90.85,24.576,19.864,89.01,2644.3,38.47,30.62,0.00016,1.248,0.952,29.65,normal
424.03,177.57,128.86,39.27,90.78,24.969,19.836,88.18,2695.4,39.49,29.41,0.000159,1.266,0.911,30.22,normal
420.04,179.2,129.31,39.65,90.31,25.407,20.743,89.27,2793.1,39.46,32.23,0.000167,1.28,0.979,32.22,normal
420.12,181.33,130.57,39.99,89.49,25.629,20.857,91.21,2862.6,40.6,32.41,0.000164,1.265,0.992,33.2,normal
411.1,179.19,131.7,39.48,89.75,24.507,19.534,90.82,2561.4,38.95,29.37,0.000194,1.291,1.021,29.5,normal
423.26,178.96,129.95,40.33,89.58,25.452,19.469,89.5,2802.1,40.78,29.46,0.000188,1.251,0.993,27.37,normal
412.39,177.27,130.66,40.46,87.73,24.411,19.849,89.87,2511.1,38.57,29.42,0.000209,1.171,0.981,33.29,normal
420.71,182.63,128.27,42.17,90.08,23.71,20.216,89.28,2845.1,36.12,30.99,0.000153,1.277,0.882,33.31,normal
415.13,181.24,130.29,40.28,90.68,24.551,19.743,90.29,2682.8,38.78,30.35,0.000192,1.131,1.021,30.8,normal
414.79,181.15,129.93,38.09,90.09,25.501,20.226,91.45,2906.0,41.47,31.26,0.000186,1.318,1.008,33.59,normal
406.66,181.45,131.48,41.16,92.3,24.993,20.975,89.73,2768.6,40.73,32.35,0.000206,1.151,1.033,30.66,normal
412.77,180.87,129.35,39.8,88.69,24.679,19.297,90.86,2816.2,39.93,27.97,0.000207,1.244,1.001,28.18,normal
406.24,179.63,129.71,42.01,89.14,25.033,19.777,89.09,2770.8,40.08,28.61,0.000205,1.272,1.046,27.38,normal
418.38,179.75,131.27,41.47,90.17,25.013,19.307,89.69,2642.7,39.83,29.61,0.00017,1.223,0.978,27.36,normal
406.35,179.36,129.89,39.49,90.32,25.373,19.582,89.72,2755.8,41.05,29.13,0.000201,1.097,0.998,30.01,normal
406.87,183.95,128.67,40.72,87.53,24.033,19.853,92.12,2978.9,36.47,28.48,0.000185,1.153,1.01,29.07,normal
408.68,180.83,133.06,39.41,90.78,24.939,19.636,91.84,2582.1,40.91,28.35,0.000239,1.218,1.026,28.84,normal
407.87,179.3,128.71,40.0,90.32,25.075,20.26,88.84,2754.1,39.65,30.58,0.000203,1.232,1.017,29.79,normal
414.18,180.7,129.92,40.68,87.24,24.181,20.075,91.33,2660.2,37.51,31.28,0.000202,1.191,1.019,31.72,normal
420.18,178.48,130.42,41.11,89.85,24.173,20.15,88.97,2553.8,37.82,30.25,0.000162,1.204,1.011,28.91,normal
416.47,182.26,130.32,40.9,88.95,24.781,19.847,91.35,2882.4,39.68,30.07,0.000182,1.127,0.992,28.57,normal
409.02,179.01,129.77,40.07,89.41,25.005,19.893,89.65,2720.0,40.28,29.14,0.000208,1.289,1.036,29.04,normal
412.72,180.75,129.78,42.48,88.26,25.007,19.825,89.87,2840.0,39.88,30.04,0.000198,1.181,0.933,31.84,normal
410.68,181.6,129.72,39.63,90.54,24.666,19.876,90.57,2758.5,40.69,30.71,0.000197,1.239,0.975,29.86,normal
425.79,180.58,128.66,38.39,92.29,24.642,20.21,89.27,2792.3,39.05,31.2,0.000147,1.27,1.064,30.56,normal
415.12,180.14,132.58,38.59,90.34,24.763,19.038,91.88,2573.7,39.07,25.49,0.000176,1.142,0.973,33.11,normal
413.26,180.02,129.74,41.47,87.19,25.179,20.144,90.52,2836.4,42.31,30.27,0.000192,1.206,0.997,35.69,normal
409.77,179.92,130.72,39.92,90.37,25.747,19.566,90.17,2794.2,41.4,27.99,0.000236,1.214,1.056,31.28,normal
420.26,179.13,129.6,40.16,89.75,23.668,19.831,89.41,2580.9,38.04,30.08,0.000143,1.187,0.995,31.08,normal
411.09,179.33,129.57,39.46,88.57,25.374,19.219,90.44,2786.2,39.09,27.98,0.000169,1.246,0.967,27.63,normal
418.54,182.22,129.45,39.55,90.46,24.933,19.821,90.83,2890.4,39.41,30.89,0.000143,1.167,1.048,30.74,normal
415.41,179.84,128.14,39.21,91.14,25.315,20.139,88.81,2942.0,39.24,30.11,0.00021,1.203,0.988,30.12,normal
407.2,178.82,129.81,40.47,89.13,25.711,20.229,89.51,2834.1,40.71,30.68,0.000236,1.181,0.991,31.78,normal
412.18,179.23,129.51,39.9,87.86,24.547,19.407,90.48,2721.4,39.16,28.32,0.000211,1.316,0.921,29.22,normal
411.1,181.65,131.41,40.44,87.38,25.567,20.204,92.61,2859.4,41.93,31.13,0.000217,1.167,0.995,30.4,normal
425.34,181.01,128.56,40.34,89.13,24.248,20.57,90.04,2785.7,37.25,30.78,0.000169,1.237,1.027,31.21,normal
402.66,180.84,129.31,39.57,89.8,25.077,19.753,90.39,2860.2,41.85,28.54,0.000211,1.29,0.983,33.8,normal
416.32,179.61,128.92,38.54,89.33,24.854,20.0,90.33,2714.8,40.72,29.55,0.000177,1.154,0.949,33.13,normal
412.66,180.86,131.73,38.45,89.11,25.028,18.966,92.51,2695.3,40.03,27.73,0.000202,1.205,0.981,32.53,normal
410.21,179.03,128.96,43.03,90.74,24.407,19.551,87.11,2645.4,36.5,29.63,0.000215,1.151,0.975,31.45,normal
417.54,179.61,130.67,41.48,90.6,25.262,20.135,89.1,2737.8,41.72,30.29,0.000191,1.099,0.99,29.14,normal
411.99,181.45,131.16,41.34,90.26,25.952,20.478,90.51,2871.4,42.3,31.78,0.000225,1.161,0.979,31.45,normal
412.82,181.31,129.82,39.33,91.06,24.417,19.7,90.37,2791.9,38.63,29.6,0.000195,1.171,1.067,28.46,normal
404.69,178.53,128.35,40.01,89.15,25.114,21.335,88.86,2795.2,41.13,33.65,0.000208,1.174,1.012,29.59,normal
413.43,178.72,128.36,39.18,88.58,25.514,20.157,89.66,2863.2,41.09,30.36,0.000257,1.185,0.93,33.56,normal
410.29,180.16,131.03,38.69,89.32,24.822,19.363,91.59,2663.1,40.77,28.91,0.000215,1.2,1.003,31.08,normal
417.06,182.59,128.49,39.41,89.23,25.816,20.644,91.2,3022.0,42.0,33.29,0.000178,1.14,0.998,30.45,normal
420.36,177.13,130.47,41.33,87.33,24.742,19.374,89.47,2601.0,39.8,29.12,0.000186,1.218,1.048,30.71,normal
406.85,180.42,130.14,40.84,89.29,24.93,20.164,90.21,2744.5,40.55,31.41,0.000226,1.261,0.994,29.81,normal
412.75,177.94,130.45,39.03,91.44,24.404,19.535,88.94,2551.1,39.21,30.39,0.000231,1.267,0.993,25.69,normal
411.8,179.05,130.57,39.69,91.04,25.076,19.321,89.44,2709.9,41.96,27.63,0.000199,1.187,1.075,27.47,normal
428.12,179.45,128.88,40.75,90.68,25.002,20.481,88.45,2776.1,39.18,31.87,0.000154,1.245,0.957,31.23,normal
419.58,179.37,128.83,39.43,90.17,25.382,19.87,89.3,2790.9,39.97,30.82,0.000171,1.166,1.032,28.16,normal
409.22,179.2,130.86,40.08,91.88,24.618,20.863,89.04,2684.8,38.59,33.12,0.000205,1.183,1.003,29.78,normal
418.62,180.01,129.24,40.4,88.62,24.591,19.491,90.11,2733.1,41.87,28.16,0.000217,1.22,0.98,27.55,normal
410.18,179.2,126.7,40.39,88.75,25.277,19.22,88.36,2978.0,42.15,27.29,0.00023,1.183,0.974,28.56,normal
421.07,177.81,130.78,40.25,91.46,25.838,19.76,88.42,2687.5,41.9,30.66,0.000139,1.137,1.054,29.99,normal
402.81,181.17,128.76,39.35,90.04,25.377,21.445,90.27,2959.7,40.75,34.35,0.000226,1.242,1.019,31.85,normal
408.46,181.13,130.56,39.45,89.13,26.108,20.417,91.56,2937.5,43.23,31.38,0.000243,1.159,1.024,32.25,normal
430.99,181.26,131.67,38.87,90.72,25.333,20.277,91.67,2755.0,41.24,30.77,0.000128,1.174,1.036,28.53,normal
414.42,177.69,130.02,38.44,89.43,25.312,20.293,89.91,2675.8,41.54,32.01,0.0002,1.253,1.014,30.61,normal
410.33,180.45,131.19,39.89,88.91,25.408,19.758,91.42,2815.7,41.86,30.13,0.000223,1.227,0.958,27.15,normal
426.42,181.01,130.18,40.82,88.88,25.893,21.365,90.75,2938.5,43.8,33.64,0.000158,1.209,0.937,30.11,normal
417.81,178.45,131.9,38.62,90.42,25.743,20.229,90.63,2674.3,44.17,31.35,0.000185,1.127,1.062,31.91,normal
407.37,180.01,128.73,40.27,90.27,24.349,20.182,89.1,2771.5,38.01,30.64,0.000217,1.142,1.008,29.87,normal
413.07,179.83,129.99,40.78,91.97,25.48,20.492,88.53,2794.1,41.18,32.04,0.000184,1.22,1.003,32.63,normal
416.93,182.76,130.81,38.16,89.62,25.159,19.363,92.89,2853.6,40.1,29.39,0.000189,1.232,1.072,31.67,normal
413.73,182.89,129.77,39.73,89.6,24.884,19.56,91.65,2959.1,39.39,29.81,0.000207,1.213,0.957,30.48,normal
423.27,177.5,131.38,41.65,91.87,23.936,19.877,87.67,2415.2,37.36,28.29,0.000165,1.176,0.899,29.5,normal
419.85,183.74,129.48,40.55,91.28,24.076,20.496,90.68,2862.9,38.01,31.76,0.000168,1.175,0.928,28.93,normal
413.18,178.63,132.48,38.13,90.19,24.781,19.351,91.36,2519.8,41.1,29.45,0.000214,1.211,0.979,27.08,normal
409.44,181.47,132.55,40.66,87.97,24.121,19.966,92.69,2555.9,36.8,29.33,0.000228,1.137,1.005,27.41,normal
414.67,181.46,130.34,39.25,88.94,24.794,19.896,91.8,2780.6,39.77,31.31,0.000212,1.205,1.056,31.99,normal
408.98,178.51,130.66,40.69,88.63,25.429,19.213,89.92,2657.4,40.4,28.4,0.000241,1.131,1.034,33.03,normal
409.68,180.74,131.43,39.31,90.05,24.651,19.746,91.4,2634.7,39.41,30.08,0.000213,1.147,0.898,27.84,normal
402.86,179.84,128.58,39.95,89.34,25.05,20.271,89.56,2791.0,42.82,31.5,0.000255,1.209,1.112,30.14,normal
413.8,180.83,128.43,39.46,92.08,24.358,19.258,88.86,2810.8,38.03,26.95,0.000202,1.229,0.984,26.85,normal
412.0,180.35,131.51,40.0,87.96,25.179,20.706,91.95,2739.4,42.97,32.73,0.000208,1.217,1.049,28.05,normal
416.05,181.79,130.33,39.43,88.49,25.305,20.234,92.09,2865.7,40.05,31.03,0.000212,1.144,1.022,30.52,normal
416.93,180.11,129.73,39.78,90.32,24.146,20.173,89.87,2647.0,37.11,30.11,0.000181,1.106,1.0,28.96,normal
411.16,179.75,130.01,38.82,90.68,24.549,20.004,90.13,2669.5,38.37,31.31,0.000177,1.2,0.991,26.17,normal
412.77,181.64,127.14,40.49,86.64,24.24,19.454,90.76,2920.3,38.01,27.03,0.000173,1.105,0.956,33.44,normal
414.75,180.87,129.77,40.18,87.74,25.306,19.675,91.35,2882.5,40.73,28.64,0.000183,1.247,0.948,29.9,normal
405.41,181.1,129.1,38.38,89.66,25.098,20.181,91.08,2903.4,41.05,31.65,0.000262,1.146,0.993,27.79,normal
400.83,179.0,131.1,40.99,91.76,24.97,19.674,88.67,2641.9,37.17,29.93,0.000255,1.312,0.944,30.26,normal
417.13,178.43,131.19,39.82,92.45,24.923,20.094,88.65,2638.8,38.8,29.83,0.00019,1.152,1.066,29.84,normal
411.94,179.15,130.69,40.16,89.46,25.194,19.551,90.11,2673.1,42.45,28.23,0.000187,1.223,1.004,30.84,normal
424.76,179.07,130.47,40.76,89.78,25.206,20.226,89.5,2662.7,39.19,30.48,0.000136,1.163,1.084,29.32,normal
419.65,181.18,128.2,40.33,88.91,24.703,20.263,90.05,2873.7,38.79,31.03,0.00017,1.192,0.983,30.63,normal
412.45,181.46,130.71,41.17,90.82,24.619,19.186,90.09,2790.1,39.52,27.56,0.000176,1.209,0.976,31.89,normal
416.69,179.77,130.76,39.71,91.99,24.965,20.034,89.4,2716.1,39.85,30.1,0.000187,1.243,1.024,27.36,normal
422.24,182.15,131.49,41.03,91.63,24.886,19.239,90.49,2809.2,38.82,28.13,0.000183,1.251,0.99,28.61,normal
410.96,182.05,132.54,40.12,89.96,26.236,19.069,92.25,2858.4,44.08,27.36,0.000206,1.236,1.039,31.68,normal
409.23,180.37,127.97,40.51,88.91,24.77,19.703,89.44,2862.9,40.17,28.94,0.000223,1.252,1.058,28.9,normal
417.61,178.77,129.53,40.4,90.01,25.174,21.398,88.94,2723.7,39.9,33.04,0.000178,1.169,1.044,29.84,normal
405.99,182.36,129.11,41.24,91.8,25.28,20.388,89.21,2939.3,41.22,31.14,0.000243,1.232,1.055,29.06,normal
411.18,179.91,130.21,40.72,89.48,25.84,20.696,89.96,2830.0,43.31,31.97,0.00021,1.183,1.033,29.18,normal
408.14,180.19,130.02,39.56,87.64,24.513,20.304,91.5,2702.6,39.69,30.18,0.000227,1.249,0.978,29.01,normal
408.83,179.49,129.72,39.36,89.53,25.804,20.103,90.16,2814.5,42.71,30.61,0.000187,1.206,1.046,27.48,normal
411.88,178.67,131.23,39.95,89.64,24.912,20.448,90.15,2621.3,41.46,32.26,0.000216,1.231,1.028,30.92,normal
406.24,177.8,128.68,39.24,87.63,26.501,19.68,89.8,2871.1,44.47,29.29,0.000214,1.215,0.975,32.12,normal
406.98,180.95,128.75,38.95,90.3,25.218,20.235,90.22,2940.0,39.65,31.08,0.000244,1.238,0.98,29.65,normal
412.34,178.82,128.77,37.87,90.66,24.263,20.589,89.53,2649.3,37.68,32.5,0.00022,1.16,0.996,31.9,normal
410.15,184.59,129.57,38.45,92.42,24.882,20.35,91.64,3003.2,40.87,31.02,0.000226,1.121,1.044,29.02,normal
412.03,178.37,128.53,41.99,88.27,25.802,20.621,88.31,2779.9,41.45,32.51,0.000184,1.249,1.005,28.9,normal
408.08,178.11,129.94,39.34,90.95,25.049,20.091,88.87,2628.5,37.9,28.51,0.000236,1.267,1.0,30.82,normal
418.62,180.77,129.8,41.9,91.26,24.964,20.846,88.7,2821.4,40.36,31.86,0.000162,1.194,0.994,30.85,normal
413.44,182.29,129.06,40.4,90.68,25.431,19.896,90.13,3006.6,40.81,28.94,0.000183,1.241,0.986,29.77,normal
419.67,180.1,131.05,39.95,88.69,24.793,21.059,91.25,2699.7,41.65,34.15,0.000208,1.119,0.953,31.35,normal
415.23,180.86,129.93,38.5,88.62,24.874,20.287,91.84,2829.5,39.9,31.38,0.000165,1.169,1.032,27.43,normal
419.6,177.23,131.28,40.0,90.13,24.433,19.808,89.17,2490.4,39.62,28.62,0.000172,1.204,0.959,29.39,normal
423.72,178.98,129.77,41.89,90.12,26.037,19.41,88.37,2824.8,42.55,27.75,0.000172,1.113,1.003,31.93,normal
412.45,178.39,129.97,41.56,89.27,24.266,19.596,88.76,2608.6,38.51,27.92,0.000211,1.124,0.984,31.92,normal
