U_value_W_m2K,hot_inlet_temp_C,hot_outlet_temp_C,cold_inlet_temp_C,cold_outlet_temp_C,hot_flow_rate_kg_s,cold_flow_rate_kg_s,LMTD_C,heat_duty_kW,pressure_drop_hot_kPa,pressure_drop_cold_kPa,fouling_resistance_m2K_W,hot_side_velocity_m_s,cold_side_velocity_m_s,ambient_temp_C,condition_label
305.13,180.73,136.38,41.3,85.34,24.265,20.633,95.24,2314.5,50.13,40.56,0.000997,1.117,0.916,30.56,mild_fouling
311.38,181.81,134.32,39.03,84.36,23.865,19.643,96.36,2449.8,47.2,35.87,0.001003,1.211,0.949,30.26,mild_fouling
305.34,178.37,135.33,39.0,83.18,24.679,20.067,95.76,2391.3,52.17,38.69,0.001023,1.184,0.914,31.17,mild_fouling
308.85,182.37,135.55,42.24,86.46,24.291,18.678,94.61,2522.6,50.56,34.35,0.001018,1.062,0.957,29.69,mild_fouling
307.78,182.43,137.59,41.31,84.47,24.782,19.704,97.12,2460.2,51.78,36.15,0.001003,1.089,1.024,30.89,mild_fouling
300.31,178.18,136.06,41.67,83.97,25.372,20.313,94.3,2360.6,52.72,38.2,0.001026,1.147,0.961,26.24,mild_fouling
305.16,178.79,135.1,40.06,85.81,25.881,19.231,94.01,2496.6,54.6,34.6,0.001014,1.106,0.931,29.46,mild_fouling
307.04,179.13,137.97,40.35,83.74,24.786,18.98,96.5,2222.0,53.59,34.56,0.001038,1.154,0.911,31.6,mild_fouling
310.08,179.96,137.01,40.85,83.31,25.826,19.361,96.41,2434.9,55.79,36.05,0.001026,1.138,0.984,31.28,mild_fouling
302.36,180.28,137.14,40.65,84.14,25.699,20.12,96.31,2414.7,57.68,39.07,0.00103,1.083,0.935,27.98,mild_fouling
298.05,176.26,136.17,39.98,84.56,24.739,20.596,93.93,2213.1,52.22,41.75,0.001052,1.118,0.986,28.32,mild_fouling
302.2,180.89,138.42,38.58,84.91,24.0,21.306,97.9,2260.8,50.51,44.09,0.001054,1.154,0.935,30.73,mild_fouling
305.84,179.61,136.75,39.32,85.26,25.512,20.729,95.88,2413.4,54.3,40.79,0.00104,1.129,0.942,30.65,mild_fouling
301.22,178.45,135.18,38.53,85.54,25.366,19.257,94.77,2426.9,55.1,35.52,0.001074,1.137,0.959,30.86,mild_fouling
298.6,181.43,136.19,41.67,84.22,26.413,18.855,95.86,2627.4,60.12,33.71,0.001096,1.146,0.897,30.06,mild_fouling
307.99,179.47,136.17,39.66,84.99,25.859,20.091,95.49,2436.1,57.99,39.18,0.001057,1.126,1.008,30.14,mild_fouling
304.31,181.72,137.21,39.88,84.19,25.471,20.547,97.43,2539.0,58.3,40.96,0.001101,1.191,0.916,32.02,mild_fouling
305.83,180.8,137.93,40.35,83.78,26.014,19.209,97.3,2471.9,59.33,35.47,0.001076,1.07,0.966,28.05,mild_fouling
299.29,179.51,136.5,40.08,84.87,24.373,19.758,95.53,2303.7,50.57,37.48,0.001083,1.152,0.978,27.14,mild_fouling
302.05,181.77,136.7,40.6,84.76,25.118,19.795,96.55,2507.7,55.07,37.73,0.001092,1.104,1.051,31.96,mild_fouling
302.05,181.21,139.42,39.42,86.46,24.838,20.038,97.35,2318.3,53.63,36.48,0.001082,1.149,0.979,28.39,mild_fouling
294.31,179.23,137.61,38.5,84.85,26.048,19.932,96.72,2417.3,58.63,38.51,0.001119,1.166,0.991,31.31,mild_fouling
302.83,177.55,136.95,41.84,83.47,25.342,20.282,94.6,2282.3,56.91,40.0,0.001115,1.157,0.939,28.56,mild_fouling
300.95,179.17,137.43,39.33,84.95,23.167,20.553,96.15,2150.1,49.36,40.5,0.001105,1.159,0.954,27.7,mild_fouling
298.0,180.93,136.24,39.57,83.96,25.826,20.062,96.82,2535.4,57.83,38.11,0.001115,1.163,0.959,33.03,mild_fouling
305.56,179.63,137.94,39.24,86.01,24.46,20.402,96.14,2280.1,53.81,40.1,0.001105,1.153,1.0,29.78,mild_fouling
301.57,182.66,138.53,39.49,82.32,25.471,21.024,99.69,2499.3,58.4,42.88,0.001124,1.115,0.92,27.09,mild_fouling
300.1,180.39,137.14,40.07,83.32,24.718,19.517,97.07,2377.9,53.27,38.81,0.001144,1.159,0.973,29.48,mild_fouling
303.7,180.29,138.51,40.81,83.5,25.153,19.505,97.24,2280.9,57.39,37.92,0.001117,1.172,1.069,29.57,mild_fouling
300.21,180.6,137.38,38.97,84.22,25.388,20.285,97.39,2432.6,58.58,40.45,0.001137,1.166,0.921,29.49,mild_fouling
292.22,178.66,138.06,40.34,83.87,25.123,20.957,96.24,2263.2,56.32,42.47,0.001149,1.137,0.887,30.24,mild_fouling
293.92,179.81,137.15,39.36,82.18,24.435,20.115,97.71,2315.4,55.25,38.55,0.001165,1.136,0.937,27.59,mild_fouling
298.05,178.99,137.16,41.26,81.83,25.847,20.579,96.53,2314.2,59.64,41.0,0.001174,1.029,0.951,29.33,mild_fouling
293.32,176.44,136.33,38.79,84.17,25.246,19.879,94.88,2182.1,57.8,37.62,0.001157,1.085,1.021,30.81,mild_fouling
296.01,177.3,138.06,40.14,85.55,24.998,20.492,94.8,2167.2,56.32,40.83,0.001158,1.114,0.976,31.15,mild_fouling
295.6,181.11,137.71,40.76,85.42,25.432,19.722,96.32,2405.7,56.89,39.23,0.001177,1.168,1.0,30.07,mild_fouling
299.68,179.32,137.7,38.65,83.43,24.688,20.373,97.46,2272.0,54.92,41.48,0.001172,1.178,0.929,28.29,mild_fouling
298.7,179.81,136.87,40.15,84.33,26.141,20.235,96.1,2468.6,60.52,40.92,0.001178,1.128,0.955,25.94,mild_fouling
295.45,177.76,137.01,40.18,82.75,25.145,20.235,95.91,2277.7,56.45,40.42,0.001199,1.067,0.967,32.84,moderate_fouling
290.62,179.1,137.64,39.22,82.05,25.229,20.727,97.74,2288.4,56.34,43.11,0.001212,1.141,0.922,27.65,moderate_fouling
295.51,181.18,138.65,39.81,85.03,25.218,20.574,97.48,2334.0,56.46,41.4,0.001199,1.166,0.966,28.99,moderate_fouling
294.21,180.14,138.47,41.04,84.44,24.463,19.742,96.57,2257.3,52.95,37.05,0.001199,1.155,0.945,29.93,moderate_fouling
290.6,179.21,137.6,40.28,83.25,24.306,20.485,96.64,2219.1,54.92,41.55,0.001213,1.086,0.964,30.8,moderate_fouling
298.03,182.31,138.38,39.61,83.36,25.141,19.194,98.86,2401.0,54.78,36.67,0.001188,1.07,0.902,29.85,mild_fouling
292.68,179.9,140.07,39.82,84.59,25.222,20.539,97.76,2161.1,57.6,40.25,0.001215,1.076,0.877,28.26,moderate_fouling
288.95,179.46,138.35,40.48,83.99,25.819,21.421,96.66,2417.0,59.25,44.42,0.001208,1.068,1.008,29.82,moderate_fouling
292.15,181.72,140.65,41.31,82.99,25.282,20.312,99.03,2276.8,57.17,39.23,0.001254,1.162,0.955,34.06,moderate_fouling
288.08,177.37,138.93,40.83,83.75,24.358,20.302,95.84,2054.7,55.12,40.64,0.001239,1.131,0.95,34.93,moderate_fouling
291.23,180.83,139.81,40.77,83.45,25.327,20.081,98.21,2236.1,57.52,41.19,0.001237,1.217,1.053,29.47,moderate_fouling
283.74,178.31,137.96,41.61,83.01,25.508,20.467,95.82,2239.2,60.29,41.09,0.001238,1.193,0.993,31.2,moderate_fouling
290.94,178.8,139.47,38.46,82.83,25.613,19.827,98.47,2213.0,58.95,40.15,0.001215,1.165,0.973,26.4,moderate_fouling
284.05,178.96,137.47,38.57,84.33,25.212,20.389,96.75,2310.5,58.53,41.72,0.001258,1.083,0.928,30.34,moderate_fouling
282.66,180.19,139.03,37.72,82.71,24.279,19.919,99.38,2219.4,54.49,39.38,0.001274,1.144,0.967,31.34,moderate_fouling
281.3,180.15,138.26,40.86,82.1,25.708,19.844,97.73,2351.4,60.79,38.05,0.001251,1.136,0.963,29.31,moderate_fouling
293.69,180.45,136.78,37.71,85.2,24.572,20.12,97.15,2374.4,56.73,41.3,0.001272,1.048,0.943,33.57,moderate_fouling
285.23,180.31,137.45,39.97,84.56,25.356,20.028,96.61,2421.2,58.67,40.95,0.001278,1.054,1.007,31.67,moderate_fouling
288.43,182.11,139.77,40.78,83.91,24.068,19.191,98.59,2230.1,53.47,36.02,0.001255,1.08,0.983,31.15,moderate_fouling
288.63,182.55,139.41,38.61,83.05,25.47,21.098,100.15,2416.6,61.57,44.16,0.00129,1.17,0.974,24.67,moderate_fouling
283.53,181.06,140.29,39.35,83.28,24.54,20.131,99.36,2156.0,55.52,41.89,0.0013,1.093,0.921,28.69,moderate_fouling
286.45,181.14,139.12,39.75,81.55,25.661,19.213,99.48,2351.9,62.45,37.01,0.001291,1.047,0.926,31.35,moderate_fouling
279.79,179.42,136.04,40.75,83.09,26.07,20.6,95.81,2454.1,62.02,42.98,0.001293,1.116,0.995,28.94,moderate_fouling
284.01,178.33,139.31,38.48,83.31,25.713,20.048,97.9,2225.4,60.59,39.19,0.001308,1.138,0.961,26.39,moderate_fouling
283.74,180.89,138.3,40.33,82.94,24.31,20.164,97.96,2273.9,53.22,40.22,0.001285,1.056,0.932,28.76,moderate_fouling
284.97,180.05,138.57,40.71,83.47,24.445,20.416,97.21,2272.5,55.0,42.72,0.001309,1.199,0.964,32.98,moderate_fouling
282.54,181.29,138.76,40.15,82.07,24.488,19.615,98.91,2297.3,54.54,38.4,0.001325,1.074,0.953,31.29,moderate_fouling
278.87,177.23,138.25,40.17,83.24,25.408,18.591,96.03,2200.6,59.19,34.38,0.001303,1.16,0.936,31.66,moderate_fouling
274.71,184.04,138.32,41.27,81.14,25.218,20.013,99.95,2551.0,60.18,39.76,0.001334,1.14,0.944,30.32,moderate_fouling
278.6,178.07,140.42,40.23,82.88,25.106,20.184,97.67,2085.8,58.75,41.1,0.001322,1.075,0.981,33.17,moderate_fouling
285.94,180.05,139.5,39.99,82.34,25.196,20.564,98.61,2221.0,58.34,41.39,0.001307,1.105,0.965,24.31,moderate_fouling
282.57,181.49,138.64,39.67,81.39,25.358,19.684,99.53,2434.4,59.08,39.62,0.001336,1.109,0.919,27.54,moderate_fouling
282.93,177.9,138.82,40.66,82.43,25.401,19.929,96.81,2182.7,59.51,41.0,0.00133,1.092,0.923,33.78,moderate_fouling
272.85,179.16,140.38,39.72,82.75,26.024,20.262,98.52,2173.7,61.78,43.22,0.001351,1.141,0.962,32.05,moderate_fouling
271.53,176.94,139.68,40.66,82.16,24.976,19.905,96.88,2033.4,57.24,40.2,0.001338,1.11,0.911,30.42,moderate_fouling
276.29,177.83,139.76,40.11,83.61,25.132,19.938,96.91,2077.9,61.64,42.26,0.001369,1.025,0.954,29.25,moderate_fouling
278.6,177.07,138.2,41.14,81.96,23.895,20.19,96.08,2074.6,54.5,42.18,0.001353,1.111,0.946,26.3,moderate_fouling
276.25,180.15,139.14,39.21,83.61,24.214,19.565,98.23,2213.0,54.93,39.41,0.001371,1.052,0.9,29.08,moderate_fouling
280.11,180.44,138.38,40.08,83.42,24.592,20.855,97.66,2315.9,58.0,44.77,0.001364,1.094,0.859,29.66,moderate_fouling
277.64,179.52,137.67,40.36,81.93,24.296,19.601,97.45,2294.3,57.71,40.97,0.001372,1.115,0.917,28.09,moderate_fouling
272.31,181.91,140.67,40.42,83.99,25.14,20.08,99.08,2265.2,59.52,42.94,0.001395,1.098,0.947,32.7,moderate_fouling
273.91,182.09,139.39,41.14,81.01,25.632,19.898,99.66,2360.7,62.07,41.59,0.001388,1.15,0.948,32.01,moderate_fouling
277.68,179.99,139.28,40.4,83.07,24.745,19.708,97.9,2192.7,57.06,40.18,0.001386,1.1,0.996,29.37,moderate_fouling
277.85,179.66,138.69,40.91,82.6,24.715,20.33,97.42,2239.4,56.51,43.19,0.00138,1.08,0.949,31.75,moderate_fouling
274.75,179.58,140.68,41.97,83.14,24.699,20.567,97.57,2044.9,59.95,43.93,0.001414,1.177,0.944,29.86,moderate_fouling
282.97,179.31,142.02,40.85,80.62,25.084,20.79,99.92,2043.7,63.65,44.74,0.001414,1.135,0.961,30.49,moderate_fouling
274.71,181.97,140.45,38.94,81.08,24.678,20.353,101.2,2277.4,57.62,43.07,0.001406,1.096,0.931,28.98,moderate_fouling
